Store,Product,Price,Rating,Number of Reviews,Calories
Starbucks (Broxton & Weyburn),Iced Matcha Lemonade,5.15,,0,90
Starbucks (Broxton & Weyburn),Iced Green Tea,4.55,,0,0
Starbucks (Broxton & Weyburn),Iced Lavender Cream Oatmilk Matcha,6.95,,0,300
Starbucks (Broxton & Weyburn),Iced Passion Tango® Tea,4.55,,0,0
Starbucks (Broxton & Weyburn),Iced Passion Tango® Tea Lemonade,5.15,,0,35
Starbucks (Broxton & Weyburn),Lemonade,3.55,,0,80
Starbucks (Broxton & Weyburn),Blended Strawberry Lemonade,6.95,,0,130
Starbucks (Broxton & Weyburn),Chai Tea Latte,5.95,,0,120
Starbucks (Broxton & Weyburn),Matcha Tea Latte,5.95,,0,110
Starbucks (Broxton & Weyburn),Hot Chocolate,3.55,,0,190
Starbucks (Broxton & Weyburn),White Hot Chocolate,4.55,,0,200
Starbucks (Broxton & Weyburn),Caramel Apple Spice,4.75,,0,220
Starbucks (Broxton & Weyburn),Steamed Apple Juice,3.25,,0,120
Starbucks (Broxton & Weyburn),Steamed Milk,3.25,,0,100
Starbucks (Broxton & Weyburn),Vanilla Crème,3.55,,0,180
Starbucks (Broxton & Weyburn),Cold Milk,4.15,,0,200
Starbucks (Broxton & Weyburn),Ethos® Bottled Water,3.25,,0,
Starbucks (Broxton & Weyburn),Spindrift® Lemon Sparkling Water,3.25,,0,
Starbucks (Broxton & Weyburn),Horizon® Chocolate Organic Milk,3.45,,0,
Starbucks (Broxton & Weyburn),Koia® Cacao Bean Protein Shake,6.55,,0,190
Starbucks (Broxton & Weyburn),Koia® Vanilla Bean Protein Shake,6.55,,0,190
Starbucks (Broxton & Weyburn),Brew DR. Island Mango Kombucha,5.15,,0,70
Starbucks (Broxton & Weyburn),Brew DR. Superberry Kombucha,5.15,,0,50
Starbucks (Broxton & Weyburn),"Bacon, Gouda & Egg Sandwich",6.95,,0,360
Starbucks (Broxton & Weyburn),"Double-Smoked Bacon, Cheddar & Egg Sandwich",7.45,,0,500
Starbucks (Broxton & Weyburn),"Sausage, Cheddar & Egg Sandwich",6.25,,0,480
Starbucks (Broxton & Weyburn),"Spinach, Feta & Egg White Wrap",6.25,,0,290
Starbucks (Broxton & Weyburn),Impossible™ Breakfast Sandwich,7.45,,0,420
Starbucks (Broxton & Weyburn),"Turkey Bacon, Cheddar & Egg White Sandwich",6.25,,0,230
Starbucks (Broxton & Weyburn),Egg White & Roasted Red Pepper Egg Bites,6.55,,0,170
Starbucks (Broxton & Weyburn),Bacon & Gruyère Egg Bites,6.55,,0,300
Starbucks (Broxton & Weyburn),"Bacon, Sausage & Egg Wrap",7.75,,0,640
Starbucks (Broxton & Weyburn),Kale & Mushroom Egg Bites,6.55,,0,230
Starbucks (Broxton & Weyburn),Avocado Spread,1.65,,0,90
Starbucks (Broxton & Weyburn),"Chicken, Maple Butter & Egg Sandwich",7.45,,0,450
Starbucks (Broxton & Weyburn),Chocolate Croissant,5.55,,0,300
Starbucks (Broxton & Weyburn),Birthday Cake Pop,4.55,,0,160
Starbucks (Broxton & Weyburn),Plain Bagel,3.55,,0,290
Starbucks (Broxton & Weyburn),Cheese Danish,4.75,,0,290
Starbucks (Broxton & Weyburn),Blueberry Muffin,4.55,,0,330
Starbucks (Broxton & Weyburn),Cinnamon Coffee Cake,5.15,,0,380
Starbucks (Broxton & Weyburn),Cookies & Cream Cake Pop,4.55,,0,140
Starbucks (Broxton & Weyburn),Banana Walnut & Pecan Loaf,4.75,,0,410
Starbucks (Broxton & Weyburn),Double Chocolate Brownie,4.55,,0,480
Starbucks (Broxton & Weyburn),Chocolate Chip Cookie,4.15,,0,370
Starbucks (Broxton & Weyburn),Petite Vanilla Bean Scone,2.45,,0,130
Starbucks (Broxton & Weyburn),Chocolate Cake Pop,4.55,,0,150
Starbucks (Broxton & Weyburn),Blueberry Scone,4.15,,0,410
Starbucks (Broxton & Weyburn),Avocado Spread,1.65,,0,90
Starbucks (Broxton & Weyburn),Orange Cream Cake Pop,4.75,,0,140
Starbucks (Broxton & Weyburn),Crispy Grilled Cheese on Sourdough,8.95,,0,520
Starbucks (Broxton & Weyburn),Tomato & Mozzarella on Focaccia,8.95,,0,360
Starbucks (Broxton & Weyburn),"Turkey, Provolone & Pesto on Ciabatta",9.45,,0,520
Starbucks (Broxton & Weyburn),Cheese & Fruit Protein Box,8.25,,0,470
Starbucks (Broxton & Weyburn),PB&J Protein Box,7.45,,0,520
Starbucks (Broxton & Weyburn),Eggs & Cheddar Protein Box,8.75,,0,460
Starbucks (Broxton & Weyburn),Avocado Spread,1.65,,0,90
Starbucks (Broxton & Weyburn),String Cheese,2.45,,0,
Starbucks (Broxton & Weyburn),Starbucks Butter Popcorn,1.75,,0,150
Starbucks (Broxton & Weyburn),Avocado Spread,1.65,,0,90
Starbucks (Broxton & Weyburn),Vanilla Biscotti with Almonds,2.45,,0,200
Starbucks (Broxton & Weyburn),Dark Chocolate Covered Espresso Beans,3.25,,0,260
Starbucks (Broxton & Weyburn),Perfect Bar® Peanut Butter,5.55,,0,330
Starbucks (Broxton & Weyburn),Perfect Bar® - Dark Chocolate Chip Peanut Butter,5.55,,0,320
Starbucks (Broxton & Weyburn),Madeleines,2.95,,0,220
Starbucks (Broxton & Weyburn),Peter Rabbit™ Organics Strawberry Banana,2.75,,0,80
Starbucks (Broxton & Weyburn),SkinnyDipped Dark Chocolate Cocoa Almonds,3.55,,0,170
Starbucks (Broxton & Weyburn),SkinnyDipped Lemon Bliss Almonds,3.55,,0,170
Starbucks (Broxton & Weyburn),Siete Lime Grain Free Tortilla Chips,3.15,,0,130
Starbucks (Broxton & Weyburn),Siete Sea Salt Kettle Cooked Potato Chips,3.15,,0,210
Starbucks (Broxton & Weyburn),KIND® Salted Caramel & Dark Chocolate Nut Bar,2.75,,0,200
Starbucks (Broxton & Weyburn),Rolled & Steel-Cut Oatmeal,5.15,,0,160
Starbucks (Broxton & Weyburn),Berry Trio Parfait,5.55,,0,240
Mr Noodle,Vegetable Eggroll ( 3pcs ),4.95,97.0,207,
Mr Noodle,Steamed Dumpling ( 4pcs ),4.95,97.0,120,
Mr Noodle,Fried Dumpling ( 4pcs ),4.95,92.0,126,
Mr Noodle,Crispy Fried Chicken ( 4pcs ),6.95,94.0,55,
Mr Noodle,Shrimp Tempura ( 4pcs ),6.95,90.0,42,
Mr Noodle,Mango Sticky Rice,10.0,100.0,8,
Mr Noodle,Thai Wonton Wrap with Peanut Sauce ( 4pcs ),5.95,90.0,51,
Mr Noodle,Fried Banana Crepe ( 4pcs ),6.0,90.0,22,
Mr Noodle,Yellow Curry🌶️,15.5,95.0,204,
Mr Noodle,Panang Curry 🌶️,15.5,91.0,107,
Mr Noodle,Chicken Green Curry (CHICKEN ONLY)🌶️,15.5,94.0,68,
Mr Noodle,Pineapple Curry 🌶️,15.5,95.0,21,
Mr Noodle,Prik Khing Curry 🌶️,15.5,95.0,20,
Mr Noodle,Pad See Ew ⭐,15.95,95.0,428,
Mr Noodle,Pad Thai ⭐,15.95,90.0,455,
Mr Noodle,Pad Kee Mau (House special noodle)🌶️⭐,15.95,91.0,158,
Mr Noodle,Chow Mein,15.95,93.0,107,
Mr Noodle,Combination Chow Mein,16.95,94.0,95,
Mr Noodle,Rainbow Pan-Fried Noodles,16.95,94.0,50,
Mr Noodle,Spaghetti Jambalaya🌶️,16.95,97.0,34,
Mr Noodle,Hong Kong Pad See Ew,15.95,89.0,38,
Mr Noodle,Singapore Kua Kai,15.95,91.0,23,
Mr Noodle,Pan-Fried Sukiyaki 🌶️,16.95,95.0,21,
Mr Noodle,Kua Kai,15.95,100.0,8,
Mr Noodle,Spaghetti Pad Kee Mau 🌶️,16.95,96.0,25,
Mr Noodle,Combination Fried Rice,16.95,94.0,130,
Mr Noodle,Thai Fried Rice,15.95,90.0,70,
Mr Noodle,Pineapple Fried Rice,15.95,91.0,60,
Mr Noodle,Spicy Fried Rice 🌶️,15.95,96.0,32,
Mr Noodle,Combination Spicy Fried Rice 🌶️,16.95,91.0,74,
Mr Noodle,Chinese Sausage Fried Rice,15.95,97.0,42,
Mr Noodle,Veggie Fried Rice,15.95,93.0,29,
Mr Noodle,Indian Fried Rice,15.95,100.0,7,
Mr Noodle,Panang Beef Fried Rice 🌶️,15.95,100.0,12,
Mr Noodle,Pho Soup,15.95,95.0,112,
Mr Noodle,Tom Kha Noodles Soup 🌶️,15.95,97.0,83,
Mr Noodle,Tom Yum Noodles Soup 🌶️,15.95,93.0,43,
Mr Noodle,Thai Boat Noodles Soup,15.95,97.0,34,
Mr Noodle,War Wonton Egg Noodles Soup,16.95,95.0,47,
Mr Noodle,Chicken Noodle Soup,15.95,87.0,24,
Mr Noodle,Pink Noodles 🌶️,16.95,100.0,10,
Mr Noodle,Hong Kong Beef Stew Noodles,15.95,100.0,18,
Mr Noodle,Shrimp Wonton Egg Noodles Soup,16.95,100.0,19,
Mr Noodle,Mr. Noodles Famous Orange Chicken,15.95,94.0,253,
Mr Noodle,Mongolian Beef,15.95,84.0,38,
Mr Noodle,Spicy Eggplant Basil Sauce 🌶️,15.95,100.0,35,
Mr Noodle,Hainan Chicken,15.95,89.0,73,
Mr Noodle,Kung Pao  (Peanut) 🌶️,15.95,91.0,37,
Mr Noodle,String Beans and Garlic,15.95,94.0,36,
Mr Noodle,Garlic Baby Spareribs Pork,15.95,84.0,32,
Mr Noodle,Basil Leaves with Protein 🌶️,15.95,87.0,31,
Mr Noodle,Garlic and Pepper,15.95,95.0,24,
Mr Noodle,Chicken Teriyaki,15.95,90.0,42,
Mr Noodle,Stired- Fried Mixed Vegetables,15.95,86.0,15,
Mr Noodle,Broccoli with Protein,15.95,97.0,35,
Mr Noodle,Beef Teriyaki,15.95,85.0,7,
Mr Noodle,Cashew nut with protein,15.95,92.0,13,
Mr Noodle,Ginger,15.95,100.0,5,
Mr Noodle,Steamed Dumpling (10 pcs),8.95,94.0,74,
Mr Noodle,Vegetable Egg Rolls (6 pcs),8.95,90.0,54,
Mr Noodle,Chicken Satay (5 pcs),14.5,95.0,44,
Mr Noodle,Shrimp Wonton Chili Oil (10 pcs),12.5,88.0,17,
Mr Noodle,Fried Dumplings (10 pcs),8.95,93.0,49,
Mr Noodle,Fried Tofu (10 pcs),8.95,100.0,27,
Mr Noodle,Shrimp Roll (10 pcs),13.5,100.0,16,
Mr Noodle,Spicy Wings (8 pcs),12.95,100.0,25,
Mr Noodle,Golden Shrimp (12 pcs),9.95,87.0,8,
Mr Noodle,Black Pepper Garlic Wings (8 pcs),12.95,100.0,21,
Mr Noodle,Shrimp Tempura (10 pcs),13.5,81.0,11,
Mr Noodle,Tom Kha Soup 🌶️,10.95,98.0,50,
Mr Noodle,Classic Chinese Egg drop soup.,7.5,,0,
Mr Noodle,Tom Yum Soup 🌶️,10.95,90.0,33,
Mr Noodle,War Wonton Soup,10.95,90.0,32,
Mr Noodle,Hot and Sour Soup 🌶️,9.5,86.0,22,
Mr Noodle,Shrimp War Wonton Soup,10.95,87.0,8,
Mr Noodle,Glass Noodle Soup,10.95,100.0,16,
Mr Noodle,Seven Sea Soup 🌶️,11.5,100.0,10,
Mr Noodle,Beef Salad 🌶️,14.95,93.0,15,
Mr Noodle,Chinese Chicken Salad,14.95,66.0,3,
Mr Noodle,House Salad,14.95,100.0,4,
Mr Noodle,Spicy Fish Eggplant Basil Sauce 🌶️,16.95,93.0,16,
Mr Noodle,Kung Pao Shrimp 🌶️,16.95,83.0,12,
Mr Noodle,Garlic and Pepper Shrimp,16.95,84.0,19,
Mr Noodle,Fish Fillet Black Bean Sauce,16.95,71.0,7,
Mr Noodle,Sweet and Sour Fish,16.95,88.0,9,
Mr Noodle,Spicy Mint Fish 🌶️,16.95,100.0,5,
Mr Noodle,Fried Banana Crepe (8 pcs),10.0,95.0,23,
Mr Noodle,Thai Iced Tea,4.5,96.0,286,
Mr Noodle,Thai Iced Coffee,4.5,90.0,54,
Mr Noodle,Diet Coke (Can),3.0,100.0,5,
Mr Noodle,Sprite (Can),3.0,,0,
Mr Noodle,Coke (Can),3.0,100.0,8,
Mr Noodle,Milk Green Tea,4.5,100.0,16,
Mr Noodle,Iced Green Tea,4.5,80.0,10,
Mr Noodle,Bottled Water,2.0,100.0,22,
Mr Noodle,Unsweeted Iced Tea,2.5,83.0,6,
Mr Noodle,Steamed Rice,2.5,95.0,23,
Mr Noodle,Side Egg Fried Rice,4.95,100.0,9,
Mr Noodle,Peanut Sauce (4oz),1.99,100.0,5,
Mr Noodle,Side Plain Chow mien,4.95,87.0,8,
Mr Noodle,Teriyaki sauce (4oz),1.99,,0,
Mr Noodle,Side Steamed Flat Noodle,2.5,100.0,3,
Mr Noodle,Side Steamed Egg Noodle,2.5,,0,
Mr Noodle,Side Steamed Thin Rice Noodle,2.5,100.0,3,
Mr Noodle,Side Steamed Veggies,4.25,,0,
Quackadoodle Country Boy Chicken,Quackadoodle,8.99,,0,
Quackadoodle Country Boy Chicken,Old Countryman,8.99,,0,
Quackadoodle Country Boy Chicken,Wobblin' Jaw,8.99,,0,
Quackadoodle Country Boy Chicken,Tenderfoot Tenders,7.99,,0,
Quackadoodle Country Boy Chicken,Country Boy Fries,3.99,,0,
Quackadoodle Country Boy Chicken,Soft Drink,2.75,,0,
Quackadoodle Country Boy Chicken,Bottled Water,2.75,,0,
Junbi (Westwood),Cold Strawberry Matcha Latte**,8.45,87.0,8,
Junbi (Westwood),Cold Yuzu Dragonfruit Matcha Cold Brew***,9.1,,0,
Junbi (Westwood),Cold Madagascar Vanilla Matcha Latte**,8.45,,0,
Junbi (Westwood),BYOD (Real Fruit-Based Drink),9.1,,0,
Junbi (Westwood),Cold Mango Matcha Latte,8.45,,0,
Junbi (Westwood),Cold Yuzu Dragonfruit Green Tea***,8.45,,0,
Junbi (Westwood),Cold Guava Matcha Latte,8.45,,0,
Junbi (Westwood),Cold Guava Matcha Cold Brew,8.15,,0,
Junbi (Westwood),Cold Taro Vanilla Earl Grey,8.79,,0,
Junbi (Westwood),Cold Yuzu Dragonfruit Refresher**,8.79,,0,
Junbi (Westwood),Cold Mango Matcha Cold Brew***,8.15,,0,
Junbi (Westwood),Ceremonial Matcha Cold Brew***,7.49,,0,
Junbi (Westwood),[NEW] Lavender Honey Blended,8.79,,0,
Junbi (Westwood),Taro Vanilla Blended,8.79,,0,
Junbi (Westwood),The Flight**,14.3,,0,
Junbi (Westwood),*[NEW] Cold Lavender Honey Matcha Latte,8.79,,0,
Junbi (Westwood),Cold Strawberry Vanilla Latte**,8.45,,0,
Junbi (Westwood),Cold Strawberry Jasmine Tea***,7.49,,0,
Junbi (Westwood),*[NEW] Cold Lavender Honey Matcha Latte,8.79,,0,
Junbi (Westwood),[NEW] Cold Lavender Honey Matcha Cold Brew,8.45,,0,
Junbi (Westwood),[NEW] Cold Lavender Honey Matcha Cold Brew w/ Vanilla Cold Cap,9.45,,0,
Junbi (Westwood),[NEW] Cold Lavender Honey Milk,8.15,,0,
Junbi (Westwood),[NEW] Cold Dirty Lavender Honey Matcha Latte,10.75,,0,
Junbi (Westwood),[NEW] Cold Lavender Honey Earl Grey Tea**,8.79,,0,
Junbi (Westwood),[NEW] Cold Lavender Honey Latte**,8.79,,0,
Junbi (Westwood),[NEW] Lavender Honey Blended,8.79,,0,
Junbi (Westwood),[NEW] Hot Lavender Honey Matcha Latte,8.79,,0,
Junbi (Westwood),[NEW] Hot Lavender Honey Matcha,8.45,,0,
Junbi (Westwood),[NEW] Hot Dirty Lavender Honey Matcha Latte,10.75,,0,
Junbi (Westwood),[NEW] Hot Lavender Honey Earl Grey Tea**,8.79,,0,
Junbi (Westwood),[NEW] Hot Lavender Honey Latte**,8.79,,0,
Junbi (Westwood),[NEW] Hot Lavender Honey Milk,8.15,,0,
Junbi (Westwood),Cold Taro Vanilla Matcha Latte,8.79,,0,
Junbi (Westwood),Cold Taro Vanilla Matcha Cold Brew,8.45,,0,
Junbi (Westwood),Cold Hojicha Latte,8.15,,0,
Junbi (Westwood),Cold Strawberry Matcha Cold Brew***,8.15,,0,
Junbi (Westwood),Cold Guava Matcha Cold Brew,8.15,,0,
Junbi (Westwood),Cold Hojicha Latte w/ Matcha,9.75,,0,
Junbi (Westwood),Cold Blueberry Matcha Cold Brew*****,7.8,,0,
Junbi (Westwood),Cold Yuzu Dragonfruit Matcha Cold Brew***,9.1,,0,
Junbi (Westwood),Cold Matcha Latte*****,8.15,,0,
Junbi (Westwood),Cold Strawberry Jasmine Tea*****,7.49,,0,
Junbi (Westwood),Cold Madagascar Vanilla Latte*****,8.45,,0,
Junbi (Westwood),Cold Dirty Matcha Cold Brew*****,8.79,,0,
Junbi (Westwood),BYOD LLT (Build Your Own Drink Loose Leaf Tea),9.1,,0,
Junbi (Westwood),BYOD (Real Fruit-Based Drink),9.1,,0,
Junbi (Westwood),Cold Taro Vanilla Matcha Latte,8.79,,0,
Junbi (Westwood),Cold Dirty Taro Vanilla Matcha Latte,10.75,,0,
Junbi (Westwood),Cold Guava Matcha Latte,8.45,,0,
Junbi (Westwood),Cold Madagascar Vanilla Matcha Latte**,8.45,,0,
Junbi (Westwood),Cold Matcha Latte*****,8.15,,0,
Junbi (Westwood),Cold Strawberry Matcha Latte**,8.45,87.0,8,
Junbi (Westwood),Cold Mango Matcha Latte,8.45,,0,
Junbi (Westwood),Cold Hojicha Latte,8.15,,0,
Junbi (Westwood),Cold Dirty Hojicha Latte,9.75,,0,
Junbi (Westwood),Cold Hojicha Latte w/ Matcha,9.75,,0,
Junbi (Westwood),Cold Hojicha Latte with Vanilla Cold Cap,8.79,,0,
Junbi (Westwood),Cold Rose Water Matcha Latte**,8.45,,0,
Junbi (Westwood),Cold Dirty Matcha Latte**,9.45,,0,
Junbi (Westwood),Hot Taro Vanilla Matcha Latte,8.79,,0,
Junbi (Westwood),Hot Dirty Taro Vanilla Matcha Latte,10.75,,0,
Junbi (Westwood),Hot Guava Matcha Latte,8.45,,0,
Junbi (Westwood),Hot Madagascar Vanilla Matcha Latte**,8.45,,0,
Junbi (Westwood),Hot Matcha Latte***,8.15,,0,
Junbi (Westwood),Hot Mango Matcha Latte,8.45,,0,
Junbi (Westwood),Hot Hojicha Latte***,8.15,,0,
Junbi (Westwood),Hot Dirty Hojicha Latte***,9.75,,0,
Junbi (Westwood),Hot Rose Water Matcha Latte***,8.45,,0,
Junbi (Westwood),Hot Hojicha Latte w/ Matcha***,9.75,,0,
Junbi (Westwood),Hot Hojicha Latte w/ Vanilla Cold Cap***,8.79,,0,
Junbi (Westwood),Hot Strawberry Matcha Latte***,8.45,,0,
Junbi (Westwood),Hot Dirty Matcha Latte***,9.45,,0,
Junbi (Westwood),Cold Taro Vanilla Matcha Cold Brew,8.45,,0,
Junbi (Westwood),Cold Strawberry Matcha Cold Brew***,8.15,,0,
Junbi (Westwood),Cold Madagascar Vanilla Matcha Cold Brew**,8.15,,0,
Junbi (Westwood),Cold Guava Matcha Cold Brew,8.15,,0,
Junbi (Westwood),Cold Matcha Cold Brew***,7.15,,0,
Junbi (Westwood),Cold Blueberry Matcha Cold Brew*****,7.8,,0,
Junbi (Westwood),Ceremonial Matcha Cold Brew***,7.49,,0,
Junbi (Westwood),Cold Yuzu Dragonfruit Matcha Cold Brew***,9.1,,0,
Junbi (Westwood),Cold Mango Matcha Cold Brew***,8.15,,0,
Junbi (Westwood),Cold Rose Water Matcha Cold Brew**,8.15,100.0,4,
Junbi (Westwood),Cold Dirty Matcha Cold Brew*****,8.79,,0,
Junbi (Westwood),Hot Taro Vanilla Matcha,8.45,,0,
Junbi (Westwood),Hot Matcha***,7.15,,0,
Junbi (Westwood),Hot Ceremonial Matcha****,7.49,,0,
Junbi (Westwood),Hot Guava Matcha Cold Brew**,8.15,,0,
Junbi (Westwood),Hot Strawberry Matcha***,8.15,,0,
Junbi (Westwood),Hot Madagascar Vanilla Matcha**,8.15,,0,
Junbi (Westwood),Hot Blueberry Matcha***,7.8,,0,
Junbi (Westwood),Hot Yuzu Dragon Fruit Matcha***,9.1,,0,
Junbi (Westwood),Hot Mango Matcha***,8.15,,0,
Junbi (Westwood),Hot Rose Water Matcha**,8.15,,0,
Junbi (Westwood),Hot Dirty Matcha**,8.79,,0,
Junbi (Westwood),Cold Taro Vanilla Earl Grey,8.79,,0,
Junbi (Westwood),Cold Guava Black Tea*****,8.45,,0,
Junbi (Westwood),Cold Yuzu Dragonfruit Green Tea***,8.45,,0,
Junbi (Westwood),Cold Black Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Cold Strawberry Jasmine Tea***,7.49,,0,
Junbi (Westwood),Cold Earl Grey Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Cold Dirty Earl Grey w/ Milk**,8.79,,0,
Junbi (Westwood),Cold Jasmine Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Cold Green Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Cold Lychee Oolong Tea w/ Milk**,7.8,,0,
Junbi (Westwood),Cold Rose Water Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Cold Oolong Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Hot Taro Vanilla Earl Grey,8.79,,0,
Junbi (Westwood),Hot Guava Black Tea**,7.15,,0,
Junbi (Westwood),Hot Yuzu Dragonfruit Green Tea***,8.45,,0,
Junbi (Westwood),Hot Black Tea w/ Milk***,7.15,,0,
Junbi (Westwood),Hot Strawberry Jasmine Tea**,7.49,,0,
Junbi (Westwood),Hot Earl Grey Tea w/ Milk***,7.15,,0,
Junbi (Westwood),Hot Dirty Earl Grey w/ Milk**,8.79,,0,
Junbi (Westwood),Hot Jasmine Tea w/ Milk***,7.15,,0,
Junbi (Westwood),Hot Green Tea w/ Milk***,7.15,,0,
Junbi (Westwood),Hot Lychee Oolong Tea w/ Milk***,7.8,,0,
Junbi (Westwood),Hot Oolong Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Hot Rose Water Tea w/ Milk**,7.15,,0,
Junbi (Westwood),Cold Taro Vanilla Milk,8.15,,0,
Junbi (Westwood),Cold Guava Refresher**,7.15,,0,
Junbi (Westwood),Cold Strawberry Refresher**,7.15,,0,
Junbi (Westwood),Cold Yuzu Dragonfruit Refresher**,8.79,,0,
Junbi (Westwood),Cold Mango Refresher**,7.15,,0,
Junbi (Westwood),Cold Tropical Refresher**,8.15,,0,
Junbi (Westwood),Cold Vanilla Milk w/ Almond Jelly**,7.15,,0,
Junbi (Westwood),Cold Brown Sugar Milk w/ Boba**,7.15,,0,
Junbi (Westwood),Cold Strawberry Milk**,7.15,,0,
Junbi (Westwood),Cold Hibiscus Fruit Tea**,7.15,,0,
Junbi (Westwood),Cold Strawberry Chrysanthemum Tea**,7.15,,0,
Junbi (Westwood),Cold Chrysanthemum Tea**,7.15,,0,
Junbi (Westwood),Hot Taro Vanilla Milk,8.15,,0,
Junbi (Westwood),Hot Vanilla Milk**,7.15,,0,
Junbi (Westwood),Hot Brown Sugar Milk w/ Boba**,7.15,,0,
Junbi (Westwood),Hot Strawberry Milk** *,7.15,,0,
Junbi (Westwood),Hot Hibiscus Fruit Tea**,7.15,,0,
Junbi (Westwood),Hot Chrysanthemum Tea**,7.15,,0,
Junbi (Westwood),Hot Strawberry Chrysanthemum Tea**,7.15,,0,
Junbi (Westwood),Taro Vanilla Blended,8.79,,0,
Junbi (Westwood),Guava Slush**,8.45,,0,
Junbi (Westwood),Yuzu Dragonfruit Slush**,8.79,,0,
Junbi (Westwood),Strawberry Slush**,8.45,,0,
Junbi (Westwood),Mango Slush,8.45,,0,
Junbi (Westwood),Vanilla w/ Milk Blended,8.79,,0,
Junbi (Westwood),Dirty Matcha Blended,9.1,,0,
Junbi (Westwood),Matcha w/ Milk Blended**,8.79,,0,
Junbi (Westwood),Strawberry w/ Milk Blended**,8.79,,0,
Junbi (Westwood),Strawberry Matcha w/ Milk Blended**,8.79,,0,
Junbi (Westwood),Coffee w/ Milk Blended**,8.79,,0,
Junbi (Westwood),Cold Taro Vanilla Latte,8.79,,0,
Junbi (Westwood),Cold Strawberry Vanilla Latte**,8.45,,0,
Junbi (Westwood),Cold Madagascar Vanilla Latte*****,8.45,,0,
Junbi (Westwood),Cold Rose Latte**,8.45,,0,
Junbi (Westwood),Cold Latte**,7.49,,0,
Junbi (Westwood),Cold Dirty Matcha Cold Brew*****,8.79,,0,
Junbi (Westwood),Cold Dirty Earl Grey w/ Milk**,8.79,,0,
Junbi (Westwood),Cold Americano**,5.85,,0,
Junbi (Westwood),Hot Taro Vanilla Latte,8.79,,0,
Junbi (Westwood),Hot Strawberry Vanilla Latte**,8.45,,0,
Junbi (Westwood),Hot Madagascar Vanilla Latte**,8.45,,0,
Junbi (Westwood),Hot Latte***,7.49,,0,
Junbi (Westwood),Hot Rose Latte**,8.45,,0,
Junbi (Westwood),Hot Americano***,5.85,,0,
Junbi (Westwood),Hot Espresso***,5.85,,0,
Junbi (Westwood),Hot Dirty Matcha**,8.79,,0,
Junbi (Westwood),Hot Dirty Earl Grey w/ Milk**,8.79,,0,
Junbi (Westwood),The Flight**,14.3,,0,
Junbi (Westwood),Salmon**,4.89,,0,
Junbi (Westwood),Mentaiko**,5.2,,0,
Junbi (Westwood),Spam And Egg**,4.89,,0,
Junbi (Westwood),Junbi Matcha Tin**,36.4,,0,
BJ's Restaurant & Brewhouse (Westwood #411),Chocolate Chunk Pizookie®,10.25,84.0,77,
BJ's Restaurant & Brewhouse (Westwood #411),Cookies 'N' Cream Pizookie®,10.45,91.0,24,
BJ's Restaurant & Brewhouse (Westwood #411),Kids' Create-Your-Own-Pasta,8.25,66.0,9,
BJ's Restaurant & Brewhouse (Westwood #411),Kids' Chicken Tenders,8.25,71.0,32,
BJ's Restaurant & Brewhouse (Westwood #411),Salted Caramel Pizookie®,10.45,93.0,15,
BJ's Restaurant & Brewhouse (Westwood #411),Kids' Mac 'N' Cheese,8.25,64.0,14,
BJ's Restaurant & Brewhouse (Westwood #411),Strawberry Shortcake Pizookie®,10.45,84.0,13,
BJ's Restaurant & Brewhouse (Westwood #411),Fries,5.95,77.0,9,
BJ's Restaurant & Brewhouse (Westwood #411),Kids' Mini Burgers,8.25,78.0,14,
BJ's Restaurant & Brewhouse (Westwood #411),Kids' Mini Corn Dogs,8.25,77.0,9,
BJ's Restaurant & Brewhouse (Westwood #411),Hot Fudge Brownie Pizookie ®,10.45,91.0,34,
BJ's Restaurant & Brewhouse (Westwood #411),Loaded Mashed Potatoes,6.25,100.0,3,
BJ's Restaurant & Brewhouse (Westwood #411),Bacon Cheeseburger*,20.25,100.0,6,
BJ's Restaurant & Brewhouse (Westwood #411),Build Your Own Pizza - Mini,15.45,,0,
BJ's Restaurant & Brewhouse (Westwood #411),Classic Cheeseburger*,18.75,87.0,8,
BJ's Restaurant & Brewhouse (Westwood #411),Hickory Brisket And Bacon Burger*,21.45,85.0,7,
BJ's Restaurant & Brewhouse (Westwood #411),Filet Mignon*,35.25,,0,
BJ's Restaurant & Brewhouse (Westwood #411),Atlantic Salmon*,29.45,,0,
BJ's Restaurant & Brewhouse (Westwood #411),Deep Dish Nachos,19.25,75.0,12,
BJ's Restaurant & Brewhouse (Westwood #411),Boneless Wings,18.25,79.0,48,
BJ's Restaurant & Brewhouse (Westwood #411),Mozzarella Sticks,16.95,73.0,26,
BJ's Restaurant & Brewhouse (Westwood #411),Big Twist Pretzel With Beer Cheese,11.95,,0,
BJ's Restaurant & Brewhouse (Westwood #411),Avocado Egg Rolls,18.25,72.0,25,
BJ's Restaurant & Brewhouse (Westwood #411),Bone-In Wings,19.95,93.0,16,
BJ's Restaurant & Brewhouse (Westwood #411),Sliders With Fries*,19.75,70.0,20,
